"hgnc_symbol"	"hgnc_id"	"description"
"PALM"	"HGNC:8594"	"paralemmin [Source:HGNC Symbol;Acc:HGNC:8594]"
"PALM2AKAP2"	"HGNC:33529"	"PALM2 and AKAP2 fusion [Source:HGNC Symbol;Acc:HGNC:33529]"
"PALM3"	"HGNC:33274"	"paralemmin 3 [Source:HGNC Symbol;Acc:HGNC:33274]"
"PALMD"	"HGNC:15846"	"palmdelphin [Source:HGNC Symbol;Acc:HGNC:15846]"
"PALS1"	"HGNC:18669"	"protein associated with LIN7 1, MAGUK p55 family member [Source:HGNC Symbol;Acc:HGNC:18669]"
"PAMR1"	"HGNC:24554"	"peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]"
"PANK1"	"HGNC:8598"	"pantothenate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8598]"
"PANX1"	"HGNC:8599"	"pannexin 1 [Source:HGNC Symbol;Acc:HGNC:8599]"
"PAOX"	"HGNC:20837"	"polyamine oxidase [Source:HGNC Symbol;Acc:HGNC:20837]"
"PAPPA2"	"HGNC:14615"	"pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]"
"PAPSS2"	"HGNC:8604"	"3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:HGNC:8604]"
"PAQR5"	"HGNC:29645"	"progestin and adipoQ receptor family member 5 [Source:HGNC Symbol;Acc:HGNC:29645]"
"PAQR6"	"HGNC:30132"	"progestin and adipoQ receptor family member 6 [Source:HGNC Symbol;Acc:HGNC:30132]"
"PAQR9"	"HGNC:30131"	"progestin and adipoQ receptor family member 9 [Source:HGNC Symbol;Acc:HGNC:30131]"
"PARL"	"HGNC:18253"	"presenilin associated rhomboid like [Source:HGNC Symbol;Acc:HGNC:18253]"
"PARM1"	"HGNC:24536"	"prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536]"
"PARP10"	"HGNC:25895"	"poly(ADP-ribose) polymerase family member 10 [Source:HGNC Symbol;Acc:HGNC:25895]"
"PARP11"	"HGNC:1186"	"poly(ADP-ribose) polymerase family member 11 [Source:HGNC Symbol;Acc:HGNC:1186]"
"PARP14"	"HGNC:29232"	"poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]"
"PARP8"	"HGNC:26124"	"poly(ADP-ribose) polymerase family member 8 [Source:HGNC Symbol;Acc:HGNC:26124]"
"PARVA"	"HGNC:14652"	"parvin alpha [Source:HGNC Symbol;Acc:HGNC:14652]"
"PARVB"	"HGNC:14653"	"parvin beta [Source:HGNC Symbol;Acc:HGNC:14653]"
"PATJ"	"HGNC:28881"	"PATJ crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:28881]"
"PAWR"	"HGNC:8614"	"pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]"
"PAXIP1-AS2"	"HGNC:48958"	"PAXIP1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:48958]"
"PAXX"	"HGNC:27849"	"PAXX non-homologous end joining factor [Source:HGNC Symbol;Acc:HGNC:27849]"
"PCBP1"	"HGNC:8647"	"poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]"
"PCDH10"	"HGNC:13404"	"protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]"
"PCDH17"	"HGNC:14267"	"protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]"
"PCDH18"	"HGNC:14268"	"protocadherin 18 [Source:HGNC Symbol;Acc:HGNC:14268]"
"PCDH8"	"HGNC:8660"	"protocadherin 8 [Source:HGNC Symbol;Acc:HGNC:8660]"
"PCDHAC2"	"HGNC:8677"	"protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]"
"PCDHGC3"	"HGNC:8716"	"protocadherin gamma subfamily C, 3 [Source:HGNC Symbol;Acc:HGNC:8716]"
"PCED1A"	"HGNC:16212"	"PC-esterase domain containing 1A [Source:HGNC Symbol;Acc:HGNC:16212]"
"PCGF2"	"HGNC:12929"	"polycomb group ring finger 2 [Source:HGNC Symbol;Acc:HGNC:12929]"
"PCGF5"	"HGNC:28264"	"polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]"
"PCK1"	"HGNC:8724"	"phosphoenolpyruvate carboxykinase 1 [Source:HGNC Symbol;Acc:HGNC:8724]"
"PCM1"	"HGNC:8727"	"pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]"
"PCMTD1"	"HGNC:30483"	"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]"
"PCMTD2"	"HGNC:15882"	"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]"
"PCNP"	"HGNC:30023"	"PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023]"
"PCNX2"	"HGNC:8736"	"pecanex 2 [Source:HGNC Symbol;Acc:HGNC:8736]"
"PCP4"	"HGNC:8742"	"Purkinje cell protein 4 [Source:HGNC Symbol;Acc:HGNC:8742]"
"PCSK9"	"HGNC:20001"	"proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001]"
"PCYT2"	"HGNC:8756"	"phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]"
"PDAP1"	"HGNC:14634"	"PDGFA associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14634]"
"PDCD11"	"HGNC:13408"	"programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]"
"PDCD1LG2"	"HGNC:18731"	"programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]"
"PDCD6"	"HGNC:8765"	"programmed cell death 6 [Source:HGNC Symbol;Acc:HGNC:8765]"
"PDCL"	"HGNC:8770"	"phosducin like [Source:HGNC Symbol;Acc:HGNC:8770]"
"PDE1B"	"HGNC:8775"	"phosphodiesterase 1B [Source:HGNC Symbol;Acc:HGNC:8775]"
"PDE3A"	"HGNC:8778"	"phosphodiesterase 3A [Source:HGNC Symbol;Acc:HGNC:8778]"
"PDE3B"	"HGNC:8779"	"phosphodiesterase 3B [Source:HGNC Symbol;Acc:HGNC:8779]"
"PDE4C"	"HGNC:8782"	"phosphodiesterase 4C [Source:HGNC Symbol;Acc:HGNC:8782]"
"PDE5A"	"HGNC:8784"	"phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]"
"PDE6C"	"HGNC:8787"	"phosphodiesterase 6C [Source:HGNC Symbol;Acc:HGNC:8787]"
"PDE6D"	"HGNC:8788"	"phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788]"
"PDE7A"	"HGNC:8791"	"phosphodiesterase 7A [Source:HGNC Symbol;Acc:HGNC:8791]"
"PDIA4"	"HGNC:30167"	"protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]"
"PDIA5"	"HGNC:24811"	"protein disulfide isomerase family A member 5 [Source:HGNC Symbol;Acc:HGNC:24811]"
"PDK2"	"HGNC:8810"	"pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]"
"PDK4"	"HGNC:8812"	"pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]"
"PDLIM1"	"HGNC:2067"	"PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067]"
"PDLIM2"	"HGNC:13992"	"PDZ and LIM domain 2 [Source:HGNC Symbol;Acc:HGNC:13992]"
"PDLIM4"	"HGNC:16501"	"PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]"
"PDLIM5"	"HGNC:17468"	"PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]"
"PDLIM7"	"HGNC:22958"	"PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]"
"PDP1"	"HGNC:9279"	"pyruvate dehydrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279]"
"PDPN"	"HGNC:29602"	"podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]"
"PDSS1"	"HGNC:17759"	"decaprenyl diphosphate synthase subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]"
"PDX1"	"HGNC:6107"	"pancreatic and duodenal homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6107]"
"PDXDC1"	"HGNC:28995"	"pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995]"
"PDYN"	"HGNC:8820"	"prodynorphin [Source:HGNC Symbol;Acc:HGNC:8820]"
"PDZK1"	"HGNC:8821"	"PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:8821]"
"PEAR1"	"HGNC:33631"	"platelet endothelial aggregation receptor 1 [Source:HGNC Symbol;Acc:HGNC:33631]"
"PEBP1"	"HGNC:8630"	"phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8630]"
"PECR"	"HGNC:18281"	"peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]"
"PEDS1"	"HGNC:16735"	"plasmanylethanolamine desaturase 1 [Source:HGNC Symbol;Acc:HGNC:16735]"
"PEDS1-UBE2V1"	"HGNC:33521"	"PEDS1-UBE2V1 readthrough [Source:HGNC Symbol;Acc:HGNC:33521]"
"PELI1"	"HGNC:8827"	"pellino E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:8827]"
"PELI3"	"HGNC:30010"	"pellino E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30010]"
"PEMT"	"HGNC:8830"	"phosphatidylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8830]"
"PEPD"	"HGNC:8840"	"peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]"
"PER1"	"HGNC:8845"	"period circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:8845]"
"PER3"	"HGNC:8847"	"period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]"
"PERM1"	"HGNC:28208"	"PPARGC1 and ESRR induced regulator, muscle 1 [Source:HGNC Symbol;Acc:HGNC:28208]"
"PERP"	"HGNC:17637"	"p53 apoptosis effector related to PMP22 [Source:HGNC Symbol;Acc:HGNC:17637]"
"PEX16"	"HGNC:8857"	"peroxisomal biogenesis factor 16 [Source:HGNC Symbol;Acc:HGNC:8857]"
"PEX5"	"HGNC:9719"	"peroxisomal biogenesis factor 5 [Source:HGNC Symbol;Acc:HGNC:9719]"
"PEX6"	"HGNC:8859"	"peroxisomal biogenesis factor 6 [Source:HGNC Symbol;Acc:HGNC:8859]"
"PEX7"	"HGNC:8860"	"peroxisomal biogenesis factor 7 [Source:HGNC Symbol;Acc:HGNC:8860]"
"PFAS"	"HGNC:8863"	"phosphoribosylformylglycinamidine synthase [Source:HGNC Symbol;Acc:HGNC:8863]"
"PFDN2"	"HGNC:8867"	"prefoldin subunit 2 [Source:HGNC Symbol;Acc:HGNC:8867]"
"PFDN4"	"HGNC:8868"	"prefoldin subunit 4 [Source:HGNC Symbol;Acc:HGNC:8868]"
"PFKFB2"	"HGNC:8873"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]"
"PFKFB3"	"HGNC:8874"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]"
"PFKM"	"HGNC:8877"	"phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]"
"PFN2"	"HGNC:8882"	"profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882]"
"PFN3"	"HGNC:18627"	"profilin 3 [Source:HGNC Symbol;Acc:HGNC:18627]"
"PGAM5"	"HGNC:28763"	"PGAM family member 5, mitochondrial serine/threonine protein phosphatase [Source:HGNC Symbol;Acc:HGNC:28763]"
"PGBD2"	"HGNC:19399"	"piggyBac transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:19399]"
"PGBD5"	"HGNC:19405"	"piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405]"
"PGF"	"HGNC:8893"	"placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893]"
"PGGHG"	"HGNC:26210"	"protein-glucosylgalactosylhydroxylysine glucosidase [Source:HGNC Symbol;Acc:HGNC:26210]"
"PGM3"	"HGNC:8907"	"phosphoglucomutase 3 [Source:HGNC Symbol;Acc:HGNC:8907]"
"PGM5"	"HGNC:8908"	"phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908]"
"PGPEP1L"	"HGNC:27080"	"pyroglutamyl-peptidase I like [Source:HGNC Symbol;Acc:HGNC:27080]"
"PGR"	"HGNC:8910"	"progesterone receptor [Source:HGNC Symbol;Acc:HGNC:8910]"
"PHACTR4"	"HGNC:25793"	"phosphatase and actin regulator 4 [Source:HGNC Symbol;Acc:HGNC:25793]"
"PHB2"	"HGNC:30306"	"prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306]"
"PHC2"	"HGNC:3183"	"polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183]"
"PHIP"	"HGNC:15673"	"pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]"
"PHKG1"	"HGNC:8930"	"phosphorylase kinase catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:8930]"
"PHLDA1"	"HGNC:8933"	"pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]"
"PHLDA2"	"HGNC:12385"	"pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]"
"PHLDB2"	"HGNC:29573"	"pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573]"
"PHLPP2"	"HGNC:29149"	"PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]"
"PHOSPHO1"	"HGNC:16815"	"phosphoethanolamine/phosphocholine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:16815]"
"PHRF1"	"HGNC:24351"	"PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:24351]"
"PHYH"	"HGNC:8940"	"phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940]"
"PHYHIPL"	"HGNC:29378"	"phytanoyl-CoA 2-hydroxylase interacting protein like [Source:HGNC Symbol;Acc:HGNC:29378]"
"PHYKPL"	"HGNC:28249"	"5-phosphohydroxy-L-lysine phospho-lyase [Source:HGNC Symbol;Acc:HGNC:28249]"
"PIANP"	"HGNC:25338"	"PILR alpha associated neural protein [Source:HGNC Symbol;Acc:HGNC:25338]"
"PIBF1"	"HGNC:23352"	"progesterone immunomodulatory binding factor 1 [Source:HGNC Symbol;Acc:HGNC:23352]"
"PICK1"	"HGNC:9394"	"protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:HGNC:9394]"
"PIERCE1"	"HGNC:28435"	"piercer of microtubule wall 1 [Source:HGNC Symbol;Acc:HGNC:28435]"
"PIEZO1"	"HGNC:28993"	"piezo type mechanosensitive ion channel component 1 [Source:HGNC Symbol;Acc:HGNC:28993]"
"PIEZO2"	"HGNC:26270"	"piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]"
"PIGC"	"HGNC:8960"	"phosphatidylinositol glycan anchor biosynthesis class C [Source:HGNC Symbol;Acc:HGNC:8960]"
"PIGG"	"HGNC:25985"	"phosphatidylinositol glycan anchor biosynthesis class G [Source:HGNC Symbol;Acc:HGNC:25985]"
"PIGO"	"HGNC:23215"	"phosphatidylinositol glycan anchor biosynthesis class O [Source:HGNC Symbol;Acc:HGNC:23215]"
"PIGR"	"HGNC:8968"	"polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968]"
"PIGS"	"HGNC:14937"	"phosphatidylinositol glycan anchor biosynthesis class S [Source:HGNC Symbol;Acc:HGNC:14937]"
"PIGV"	"HGNC:26031"	"phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031]"
"PIGZ"	"HGNC:30596"	"phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596]"
"PIK3C3"	"HGNC:8974"	"phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974]"
"PIK3CG"	"HGNC:8978"	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:8978]"
"PIK3IP1"	"HGNC:24942"	"phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24942]"
"PIK3R3"	"HGNC:8981"	"phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981]"
"PIK3R4"	"HGNC:8982"	"phosphoinositide-3-kinase regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:8982]"
"PIK3R5"	"HGNC:30035"	"phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]"
"PINX1"	"HGNC:30046"	"PIN2 (TERF1) interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]"
"PIP4K2A"	"HGNC:8997"	"phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997]"
"PIP4K2C"	"HGNC:23786"	"phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786]"
"PIP5K1A"	"HGNC:8994"	"phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994]"
"PIPOX"	"HGNC:17804"	"pipecolic acid and sarcosine oxidase [Source:HGNC Symbol;Acc:HGNC:17804]"
"PITHD1"	"HGNC:25022"	"PITH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25022]"
"PITRM1"	"HGNC:17663"	"pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]"
"PKD2L1"	"HGNC:9011"	"polycystin 2 like 1, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9011]"
"PKLR"	"HGNC:9020"	"pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020]"
"PKP1"	"HGNC:9023"	"plakophilin 1 [Source:HGNC Symbol;Acc:HGNC:9023]"
"PKP2"	"HGNC:9024"	"plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]"
"PLA2G15"	"HGNC:17163"	"phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]"
"PLA2G4A"	"HGNC:9035"	"phospholipase A2 group IVA [Source:HGNC Symbol;Acc:HGNC:9035]"
"PLA2G4C"	"HGNC:9037"	"phospholipase A2 group IVC [Source:HGNC Symbol;Acc:HGNC:9037]"
"PLA2G4E"	"HGNC:24791"	"phospholipase A2 group IVE [Source:HGNC Symbol;Acc:HGNC:24791]"
"PLAT"	"HGNC:9051"	"plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]"
"PLAU"	"HGNC:9052"	"plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]"
"PLBD2"	"HGNC:27283"	"phospholipase B domain containing 2 [Source:HGNC Symbol;Acc:HGNC:27283]"
"PLCD1"	"HGNC:9060"	"phospholipase C delta 1 [Source:HGNC Symbol;Acc:HGNC:9060]"
"PLCD3"	"HGNC:9061"	"phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061]"
"PLCD4"	"HGNC:9062"	"phospholipase C delta 4 [Source:HGNC Symbol;Acc:HGNC:9062]"
"PLCG1"	"HGNC:9065"	"phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]"
"PLCL1"	"HGNC:9063"	"phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063]"
"PLCXD2"	"HGNC:26462"	"phosphatidylinositol specific phospholipase C X domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26462]"
"PLD2"	"HGNC:9068"	"phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]"
"PLD3"	"HGNC:17158"	"phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158]"
"PLD5"	"HGNC:26879"	"phospholipase D family member 5 [Source:HGNC Symbol;Acc:HGNC:26879]"
"PLEK2"	"HGNC:19238"	"pleckstrin 2 [Source:HGNC Symbol;Acc:HGNC:19238]"
"PLEKHA3"	"HGNC:14338"	"pleckstrin homology domain containing A3 [Source:HGNC Symbol;Acc:HGNC:14338]"
"PLEKHA4"	"HGNC:14339"	"pleckstrin homology domain containing A4 [Source:HGNC Symbol;Acc:HGNC:14339]"
"PLEKHA6"	"HGNC:17053"	"pleckstrin homology domain containing A6 [Source:HGNC Symbol;Acc:HGNC:17053]"
"PLEKHA8"	"HGNC:30037"	"pleckstrin homology domain containing A8 [Source:HGNC Symbol;Acc:HGNC:30037]"
"PLEKHD1"	"HGNC:20148"	"pleckstrin homology and coiled-coil domain containing D1 [Source:HGNC Symbol;Acc:HGNC:20148]"
"PLEKHF2"	"HGNC:20757"	"pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]"
"PLEKHG4"	"HGNC:24501"	"pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]"
"PLEKHG4B"	"HGNC:29399"	"pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399]"
"PLEKHG5"	"HGNC:29105"	"pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]"
"PLEKHG6"	"HGNC:25562"	"pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]"
"PLEKHH1"	"HGNC:17733"	"pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]"
"PLEKHH3"	"HGNC:26105"	"pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]"
"PLEKHM1"	"HGNC:29017"	"pleckstrin homology and RUN domain containing M1 [Source:HGNC Symbol;Acc:HGNC:29017]"
"PLEKHM2"	"HGNC:29131"	"pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]"
"PLEKHM3"	"HGNC:34006"	"pleckstrin homology domain containing M3 [Source:HGNC Symbol;Acc:HGNC:34006]"
"PLEKHN1"	"HGNC:25284"	"pleckstrin homology domain containing N1 [Source:HGNC Symbol;Acc:HGNC:25284]"
"PLG"	"HGNC:9071"	"plasminogen [Source:HGNC Symbol;Acc:HGNC:9071]"
"PLGRKT"	"HGNC:23633"	"plasminogen receptor with a C-terminal lysine [Source:HGNC Symbol;Acc:HGNC:23633]"
"PLIN5"	"HGNC:33196"	"perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196]"
"PLK1"	"HGNC:9077"	"polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]"
"PLK3"	"HGNC:2154"	"polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]"
"PLOD1"	"HGNC:9081"	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]"
"PLOD2"	"HGNC:9082"	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]"
"PLPP1"	"HGNC:9228"	"phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228]"
"PLPP2"	"HGNC:9230"	"phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230]"
"PLPP4"	"HGNC:23531"	"phospholipid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:23531]"
"PLPP6"	"HGNC:23682"	"phospholipid phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:23682]"
"PLSCR5"	"HGNC:19952"	"phospholipid scramblase family member 5 [Source:HGNC Symbol;Acc:HGNC:19952]"
"PLXDC2"	"HGNC:21013"	"plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]"
"PLXNA1"	"HGNC:9099"	"plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099]"
"PLXNB1"	"HGNC:9103"	"plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103]"
"PM20D1"	"HGNC:26518"	"peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26518]"
"PMAIP1"	"HGNC:9108"	"phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]"
"PMF1"	"HGNC:9112"	"polyamine modulated factor 1 [Source:HGNC Symbol;Acc:HGNC:9112]"
"PML"	"HGNC:9113"	"PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113]"
"PMPCA"	"HGNC:18667"	"peptidase, mitochondrial processing subunit alpha [Source:HGNC Symbol;Acc:HGNC:18667]"
"PMS1"	"HGNC:9121"	"PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]"
"PMS2"	"HGNC:9122"	"PMS1 homolog 2, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9122]"
"PMVK"	"HGNC:9141"	"phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]"
"PNKP"	"HGNC:9154"	"polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154]"
"PNLDC1"	"HGNC:21185"	"PARN like ribonuclease domain containing exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:21185]"
"PNLIP"	"HGNC:9155"	"pancreatic lipase [Source:HGNC Symbol;Acc:HGNC:9155]"
"PNMT"	"HGNC:9160"	"phenylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:9160]"
"PNPLA1"	"HGNC:21246"	"patatin like phospholipase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21246]"
"PNPO"	"HGNC:30260"	"pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260]"
"PNRC1"	"HGNC:17278"	"proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]"
"PODXL2"	"HGNC:17936"	"podocalyxin like 2 [Source:HGNC Symbol;Acc:HGNC:17936]"
"POGLUT1"	"HGNC:22954"	"protein O-glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22954]"
"POGLUT2"	"HGNC:19350"	"protein O-glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19350]"
"POGLUT3"	"HGNC:28496"	"protein O-glucosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28496]"
"POLD1"	"HGNC:9175"	"DNA polymerase delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]"
"POLD3"	"HGNC:20932"	"DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]"
"POLDIP3"	"HGNC:23782"	"DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]"
"POLE3"	"HGNC:13546"	"DNA polymerase epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]"
"POLG"	"HGNC:9179"	"DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]"
"POLG2"	"HGNC:9180"	"DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9180]"
